date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:57:24	824623/824623	---M--	200	added ('OK')	image/png	etag:%22751a9bd910c8250d8eaa5665e52dfaa9%22	https://ik.imagekit.io/2eribsa8w/tr:f-auto/niramal_bang_ux_consultant_leo9_studio_home_G1O5b-qnNS.png	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/tr_f-auto/niramal_bang_ux_consultant_leo9_studio_home_G1O5b-qnNS.png	(from https://leo9studio.com/)
00:57:24	8250/8250	---M--	200	added ('OK')	image/jpeg	etag:%226415cc3c817917dd5e4c0a347dd2846d%22	https://ik.imagekit.io/2eribsa8w/client-kapil_f4eYCKtEuzX.jpg	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/client-kapil_f4eYCKtEuzX.jpg	(from https://leo9studio.com/)
00:57:24	10761/10761	---M--	200	added ('OK')	image/jpeg	etag:%2246f9840aa78abe8de994c0beb8ac3317%22	https://ik.imagekit.io/2eribsa8w/client-tanay_nFuVb_LNh1v.jpg	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/client-tanay_nFuVb_LNh1v.jpg	(from https://leo9studio.com/)
00:57:24	4428/4428	---M--	200	added ('OK')	image/jpeg	etag:%22f837508a7b0fc6920b3a6f7d2e5917ec%22	https://ik.imagekit.io/2eribsa8w/ryan-denman_Ln8eWPyE5.jpg	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/ryan-denman_Ln8eWPyE5.jpg	(from https://leo9studio.com/)
00:57:25	22476/22476	---M--	200	added ('OK')	image/jpeg	etag:W/%2257cc-NdYhUVHBTQtxT1hxbGIFsb/rwxs%22	https://ik.imagekit.io/2eribsa8w/yevgen-sokolnikov_SVgNboiwI.jpg	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/yevgen-sokolnikov_SVgNboiwI.jpg	(from https://leo9studio.com/)
00:57:25	16184/16184	---M--	200	added ('OK')	image/jpeg	etag:%2231d441385418e6bb78e59d0211c62374%22	https://ik.imagekit.io/2eribsa8w/pradeep-kumaar_iwkk1vcpd.jpg	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/pradeep-kumaar_iwkk1vcpd.jpg	(from https://leo9studio.com/)
00:57:26	29269/29269	---M--	200	added ('OK')	image/svg+xml	etag:%227255-60820f5ea1b80%22	https://leo9studio.com/img/leo9-bottom.svg	C:/MANTHAN/psmcodes/website/leo9studio.com/img/leo9-bottom.svg	(from https://leo9studio.com/)
00:57:26	29127/29127	---M--	200	added ('OK')	image/svg+xml	etag:%2271c7-60822da8f5240%22	https://leo9studio.com/img/leo9-bottom-dark.svg	C:/MANTHAN/psmcodes/website/leo9studio.com/img/leo9-bottom-dark.svg	(from https://leo9studio.com/)
00:57:26	1894/1894	---M--	200	added ('OK')	image/png	etag:%227648b856eebdfbb991763ad4249d205f%22	https://ik.imagekit.io/2eribsa8w/illustration_ui_ux_leo9_studio_SYOubhS-9_x.png	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/illustration_ui_ux_leo9_studio_SYOubhS-9_x.png	(from https://leo9studio.com/)
00:57:26	1889/1889	---M--	200	added ('OK')	image/png	etag:%22b8438cdb3ddb6654cc42bce0b42ccf7e%22	https://ik.imagekit.io/2eribsa8w/illustration_ui_ux_leo9_studio_dark_pbVFRawoIC1.png	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/illustration_ui_ux_leo9_studio_dark_pbVFRawoIC1.png	(from https://leo9studio.com/)
00:57:27	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/MANTHAN/psmcodes/website/code.jquery.com/jquery-3.6.0.min.js	(from https://leo9studio.com/)
00:57:28	62549/62549	---M-Z	200	added ('OK')	application/javascript	etag:%22605c4223-f455%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.6.1/gsap.min.js	C:/MANTHAN/psmcodes/website/cdnjs.cloudflare.com/ajax/libs/gsap/3.6.1/gsap.min.js	(from https://leo9studio.com/)
00:57:28	17430/17430	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf2-4416%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/ScrollMagic.min.js	C:/MANTHAN/psmcodes/website/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/ScrollMagic.min.js	(from https://leo9studio.com/)
00:57:28	1500/1500	---MCZ	200	added ('OK')	application/javascript	etag:W/%226f88cd00ba637edaa9a4c726693b8923%22	https://ik.imagekit.io/2eribsa8w/animation.gsap.min_h3hAWEkSPG.js	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/animation.gsap.min_h3hAWEkSPG.js	(from https://leo9studio.com/)
00:57:29	1812/1812	---M-Z	200	added ('OK')	application/javascript	etag:%22605c4223-714%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.6.1/CSSRulePlugin.min.js	C:/MANTHAN/psmcodes/website/cdnjs.cloudflare.com/ajax/libs/gsap/3.6.1/CSSRulePlugin.min.js	(from https://leo9studio.com/)
00:57:29	7096/7096	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf2-1bb8%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/plugins/debug.addIndicators.min.js	C:/MANTHAN/psmcodes/website/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/plugins/debug.addIndicators.min.js	(from https://leo9studio.com/)
00:57:29	149267/149267	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dce1596b1b9f0e2ad63604e58cead14e%22	https://ik.imagekit.io/2eribsa8w/swiper.min_eXu0j1LZR-.js	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/swiper.min_eXu0j1LZR-.js	(from https://leo9studio.com/)
00:57:30	292538/292538	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242b7eafbcb34dd3060c211539c17a79d%22	https://ik.imagekit.io/2eribsa8w/lottie.min_PCFvDSpX_.js	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/lottie.min_PCFvDSpX_.js	(from https://leo9studio.com/)
00:57:30	5022/5022	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-139e%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.lazy/1.7.9/jquery.lazy.min.js	C:/MANTHAN/psmcodes/website/cdnjs.cloudflare.com/ajax/libs/jquery.lazy/1.7.9/jquery.lazy.min.js	(from https://leo9studio.com/)
00:57:31	4412/4412	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-113c%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.lazy/1.7.9/jquery.lazy.plugins.min.js	C:/MANTHAN/psmcodes/website/cdnjs.cloudflare.com/ajax/libs/jquery.lazy/1.7.9/jquery.lazy.plugins.min.js	(from https://leo9studio.com/)
00:57:31	24812/24812	---M-Z	200	added ('OK')	application/javascript	etag:%2260ec-61e6f306e44c0-gzip%22	https://leo9studio.com/js/common.js?v=1.0	C:/MANTHAN/psmcodes/website/leo9studio.com/js/commonc619.js	(from https://leo9studio.com/)
00:57:31	70585/70585	---M-Z	200	added ('OK')	application/javascript	etag:%22113b9-606baa7bb0800-gzip%22	https://leo9studio.com/js/home.js?v=1.0	C:/MANTHAN/psmcodes/website/leo9studio.com/js/homec619.js	(from https://leo9studio.com/)
00:57:32	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2017%20Oct%202024%2019:27:31%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/MANTHAN/psmcodes/website/www.googletagmanager.com/gtm.395445.delayed	(from https://leo9studio.com/)
00:57:32	22800/22800	---M--	200	added ('OK')	text/html	etag:%225910-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Light.woff2	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Light.html	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:32	29276/29276	---M--	200	added ('OK')	application/font-woff	etag:%22725c-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Light.woff	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Light.woff	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:32	71684/71684	---M--	200	added ('OK')	application/font-sfnt	etag:%2211804-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Light.ttf	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Light.ttf	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:33	25516/25516	---M--	200	added ('OK')	text/html	etag:%2263ac-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Regular.woff2	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Regular.html	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:33	33024/33024	---M--	200	added ('OK')	application/font-woff	etag:%228100-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Regular.woff	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Regular.woff	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:33	73476/73476	---M--	200	added ('OK')	application/font-sfnt	etag:%2211f04-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Regular.ttf	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Regular.ttf	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:33	25596/25596	---M--	200	added ('OK')	text/html	etag:%2263fc-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Medium.woff2	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Medium.html	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:34	33272/33272	---M--	200	added ('OK')	application/font-woff	etag:%2281f8-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Medium.woff	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Medium.woff	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:35	73756/73756	---M--	200	added ('OK')	application/font-sfnt	etag:%221201c-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Medium.ttf	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Medium.ttf	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:35	25328/25328	---M--	200	added ('OK')	text/html	etag:%2262f0-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Bold.woff2	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Bold.html	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:35	32972/32972	---M--	200	added ('OK')	application/font-woff	etag:%2280cc-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Bold.woff	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Bold.woff	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:36	73368/73368	---M--	200	added ('OK')	application/font-sfnt	etag:%2211e98-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Bold.ttf	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Bold.ttf	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:36	23484/23484	---M--	200	added ('OK')	text/html	etag:%225bbc-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Black.woff2	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Black.html	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:36	30376/30376	---M--	200	added ('OK')	application/font-woff	etag:%2276a8-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Black.woff	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Black.woff	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:37	73176/73176	---M--	200	added ('OK')	application/font-sfnt	etag:%2211dd8-5e9b8569df500%22	https://leo9studio.com/fonts/satoshi/Satoshi-Black.ttf	C:/MANTHAN/psmcodes/website/leo9studio.com/fonts/satoshi/Satoshi-Black.ttf	(from https://leo9studio.com/css/leo9font.css?v=1.1)
00:57:37	482/482	---M--	200	added ('OK')	image/png	etag:%22771f7c67db73d82cce2d93322d0b538d%22	https://ik.imagekit.io/2eribsa8w/button-white-layer-rev_MJv7bMU4BR.png	C:/MANTHAN/psmcodes/website/ik.imagekit.io/2eribsa8w/button-white-layer-rev_MJv7bMU4BR.png	(from https://leo9studio.com/css/main.css?v=1.8)
00:57:38	202718/202718	---M-Z	200	added ('OK')	text/css	etag:%22317de-6173d6e587a00-gzip%22	https://leo9studio.com/css/main.css	C:/MANTHAN/psmcodes/website/leo9studio.com/css/main.css	(from https://leo9studio.com/our-work/rigi.html)
00:57:38	3395/3395	---M-Z	200	added ('OK')	text/css	etag:%22d43-606bb36c82000-gzip%22	https://leo9studio.com/css/leo9font.css	C:/MANTHAN/psmcodes/website/leo9studio.com/css/leo9font.css	(from https://leo9studio.com/our-work/rigi.html)
00:57:38	10802/10802	---M-Z	200	added ('OK')	text/html	etag:%222a32-61d6dd6f0a5c0-gzip%22	https://leo9studio.com/design/ux-design-services.html	C:/MANTHAN/psmcodes/website/leo9studio.com/design/ux-design-services.html	(from https://leo9studio.com/our-work/rigi.html)
00:57:38	17267/17267	---M-Z	200	added ('OK')	text/html	etag:%224373-61d6dd3e67300-gzip%22	https://leo9studio.com/design/ui-design-services.html	C:/MANTHAN/psmcodes/website/leo9studio.com/design/ui-design-services.html	(from https://leo9studio.com/our-work/rigi.html)
00:57:39	10706/10706	---M-Z	200	added ('OK')	text/html	etag:%2229d2-61d6dce6aa400-gzip%22	https://leo9studio.com/technology/frontend-services.html	C:/MANTHAN/psmcodes/website/leo9studio.com/technology/frontend-services.html	(from https://leo9studio.com/our-work/rigi.html)
00:57:39	46281/46281	---M-Z	200	added ('OK')	text/html	etag:%22b4c9-61d6dc2cb2d40-gzip%22	https://leo9studio.com/our-work/	C:/MANTHAN/psmcodes/website/leo9studio.com/our-work/index.html	(from https://leo9studio.com/our-work/rigi.html)
00:57:39	30543/30543	---M-Z	200	added ('OK')	text/html	etag:%22774f-61d6dbffe0380-gzip%22	https://leo9studio.com/our-work/travel-xp.html	C:/MANTHAN/psmcodes/website/leo9studio.com/our-work/travel-xp.html	(from https://leo9studio.com/our-work/rigi.html)
00:57:40	30539/30539	---M-Z	200	added ('OK')	text/html	etag:%22774b-61d6dbfeec140-gzip%22	https://leo9studio.com/our-work/reckrut.html	C:/MANTHAN/psmcodes/website/leo9studio.com/our-work/reckrut.html	(from https://leo9studio.com/our-work/rigi.html)
00:57:40	153601/153601	---M--	200	added ('OK')	image/jpeg	etag:%2225801-5d05612feb300%22	https://leo9studio.com/img/travelxp_ux_consultant_leo9_studio.jpg	C:/MANTHAN/psmcodes/website/leo9studio.com/img/travelxp_ux_consultant_leo9_studio.jpg	(from https://leo9studio.com/our-work/rigi.html)
00:57:40	25252/25252	---M-Z	200	added ('OK')	text/html	etag:%2262a4-62417f08ec4c0-gzip%22	https://leo9studio.com/contact-us.html	C:/MANTHAN/psmcodes/website/leo9studio.com/contact-us.html	(from https://leo9studio.com/our-work/rigi.html)
00:57:41	306/306	---M--	200	added ('OK')	image/svg+xml	etag:%22132-5d05612755ec0%22	https://leo9studio.com/img/arrow-right-white.svg	C:/MANTHAN/psmcodes/website/leo9studio.com/img/arrow-right-white.svg	(from https://leo9studio.com/our-work/rigi.html)
00:57:41	380260/380260	---M--	200	added ('OK')	image/jpeg	etag:%225cd64-5d05612feb300%22	https://leo9studio.com/img/reckrut_ios_app_leo9_studio.jpg	C:/MANTHAN/psmcodes/website/leo9studio.com/img/reckrut_ios_app_leo9_studio.jpg	(from https://leo9studio.com/our-work/rigi.html)
00:57:41	106267/106267	---M-Z	200	added ('OK')	application/javascript	etag:%2219f1b-5d0561219d140-gzip%22	https://leo9studio.com/js/link/jquery-3.4.1.min.js	C:/MANTHAN/psmcodes/website/leo9studio.com/js/link/jquery-3.4.1.min.js	(from https://leo9studio.com/our-work/rigi.html)
00:57:41	72151/72151	---M-Z	200	added ('OK')	application/javascript	etag:%22119d7-5d056120a8f00-gzip%22	https://leo9studio.com/js/link/gsap.min.js	C:/MANTHAN/psmcodes/website/leo9studio.com/js/link/gsap.min.js	(from https://leo9studio.com/our-work/rigi.html)
00:57:42	20679/20679	---M-Z	200	added ('OK')	application/javascript	etag:%2250c7-5d05611fb4cc0-gzip%22	https://leo9studio.com/js/link/ScrollMagic.min.js	C:/MANTHAN/psmcodes/website/leo9studio.com/js/link/ScrollMagic.min.js	(from https://leo9studio.com/our-work/rigi.html)
00:57:42	1500/1500	---M-Z	200	added ('OK')	application/javascript	etag:%225dc-5d056120a8f00-gzip%22	https://leo9studio.com/js/link/animation.gsap.min.js	C:/MANTHAN/psmcodes/website/leo9studio.com/js/link/animation.gsap.min.js	(from https://leo9studio.com/our-work/rigi.html)
